Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),Thermocouple 5 (deg C),Thermocouple 6 (deg C),Thermocouple 7 (deg C),Thermocouple 8 (deg C),Thermocouple 9 (deg C),Thermocouple 10 (deg C),Thermocouple 11 (deg C),Thermocouple 12 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),CHT L TEMPERATURE (deg C),AILERN POSITION (%),ELEV POSITION (%),FUEL PRESSURE (PSI),F PUMP CONTACT (V),GEN CONTACT (V),CANOPY CONTACT (V),CHT R TEMPERATURE (deg C),LEFT LEVEL (gal),RIGHT LEVEL (gal),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),FLAPS POSITION (deg),Contacts,Percent Power,EGT Leaning State,
70.06,1,6,2018-07-27 08:30:32,+43.50303,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:32,+4.7,+0.9,132.6,0.0,+358,+0.1,+0.01,+1.0,,+61,+31,0.0,29.89,+2378,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,67,+27,2181,2181,20.8,0.0,0.0,2.9,11.1,10.0,21.8,12.2,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+26.4,+12,+8,+2.9,+4.998,+0.000,+0.000,+25.8,+11.1,+10.0,+67.1,+26.6,+0,,,,
70.31,1,6,2018-07-27 08:30:33,+43.50303,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:32,+4.7,+0.8,132.6,0.0,+358,+0.1,+0.01,+1.0,,+52,+31,0.0,29.89,+2378,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,66,+27,2208,2208,20.5,0.0,0.0,2.7,11.1,10.0,21.8,12.2,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+26.5,+12,+8,+2.7,+4.998,+0.000,+0.000,+25.9,+11.1,+10.0,+66.2,+26.6,+0,,,,
70.56,1,6,2018-07-27 08:30:33,+43.50303,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:33,+4.7,+0.8,132.6,0.0,+358,+0.1,+0.01,+1.0,,+29,+31,0.0,29.89,+2378,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,65,+27,2297,2297,20.5,0.0,0.0,2.7,11.1,10.0,21.8,12.2,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+26.6,+12,+7,+2.7,+4.998,+0.000,+0.000,+26.0,+11.1,+10.0,+65.1,+26.7,+0,,,,
70.81,1,6,2018-07-27 08:30:33,+43.50303,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:33,+4.7,+0.8,132.7,0.0,+358,+0.1,+0.01,+1.0,,+28,+31,0.0,29.89,+2378,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,65,+27,2330,2330,20.4,0.0,0.0,2.8,11.1,10.0,21.8,12.2,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+26.6,+12,+7,+2.8,+4.998,+0.000,+0.000,+26.1,+11.1,+10.0,+64.9,+26.7,+0,,,,
71.06,1,6,2018-07-27 08:30:33,+43.50303,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:33,+4.7,+0.8,132.7,0.0,+358,+0.1,+0.01,+1.0,,+26,+31,0.0,29.89,+2378,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,65,+27,2320,2320,20.2,0.0,0.0,2.9,11.1,9.9,21.8,12.2,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+26.7,+12,+7,+2.9,+4.998,+0.000,+0.000,+26.1,+11.1,+9.9,+64.7,+26.7,+0,,,,
71.31,1,6,2018-07-27 08:30:34,+43.50303,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:34,+4.7,+0.8,132.6,0.0,+358,+0.1,+0.01,+1.0,,+13,+31,0.0,29.89,+2378,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,64,+27,2285,2285,20.1,0.0,0.0,2.9,11.1,9.9,21.8,12.2,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+26.7,+12,+7,+2.9,+4.998,+0.000,+0.000,+26.2,+11.1,+9.9,+64.3,+26.7,+0,,,,
71.56,1,6,2018-07-27 08:30:34,+43.50303,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:34,+4.7,+0.8,132.6,0.0,+358,+0.0,+0.01,+0.9,,+24,+31,0.0,29.89,+2376,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,64,+27,2293,2293,19.9,0.0,0.0,2.7,11.1,9.9,21.8,12.2,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+26.8,+12,+7,+2.7,+4.998,+0.000,+0.000,+26.3,+11.1,+9.9,+64.1,+26.8,+0,,,,
71.81,1,6,2018-07-27 08:30:34,+43.50303,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:34,+4.7,+0.8,132.6,0.0,+358,+0.0,+0.01,+1.0,,+9,+31,0.0,29.89,+2376,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,64,+27,2286,2286,19.8,0.0,0.0,2.5,11.1,9.9,21.8,12.2,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+26.8,+12,+7,+2.5,+4.998,+0.000,+0.000,+26.3,+11.1,+9.9,+64.4,+26.8,+0,,,,
72.06,1,6,2018-07-27 08:30:34,+43.50303,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:34,+4.7,+0.8,132.7,0.0,+358,+0.1,+0.01,+1.0,,-6,+31,0.0,29.89,+2376,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,64,+27,2297,2297,19.8,0.0,0.0,2.7,11.1,9.9,21.8,12.2,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+26.9,+12,+7,+2.7,+4.998,+0.000,+0.000,+26.4,+11.1,+9.9,+63.6,+26.8,+0,,,,
72.31,1,6,2018-07-27 08:30:35,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:34,+4.7,+0.8,132.6,0.0,+358,+0.0,+0.01,+1.0,,-25,+31,0.0,29.89,+2376,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,63,+27,2302,2302,19.7,0.0,0.0,2.8,11.1,9.9,21.8,12.3,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+26.9,+12,+7,+2.8,+4.998,+0.000,+0.000,+26.4,+11.1,+9.9,+63.4,+26.9,+0,,,,
72.56,1,6,2018-07-27 08:30:35,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:35,+4.7,+0.8,132.6,0.0,+358,+0.0,+0.01,+1.0,,-25,+31,0.0,29.89,+2376,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,63,+27,2308,2308,19.7,0.0,0.0,2.8,11.1,9.9,21.8,12.3,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+27.0,+12,+7,+2.8,+4.998,+0.000,+0.000,+26.5,+11.1,+9.9,+63.3,+26.9,+0,,,,
72.81,1,6,2018-07-27 08:30:35,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:35,+4.7,+0.9,132.7,0.0,+358,+0.1,+0.01,+1.0,,-39,+31,0.0,29.89,+2376,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,63,+27,2312,2312,19.7,0.0,0.0,2.5,11.1,9.9,21.8,12.3,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+27.0,+12,+7,+2.5,+4.998,+0.000,+0.000,+26.6,+11.1,+9.9,+62.9,+26.9,+0,,,,
73.06,1,6,2018-07-27 08:30:35,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:35,+4.7,+0.9,132.6,0.0,+358,+0.1,+0.01,+1.0,,-42,+31,0.0,29.89,+2376,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,63,+27,2326,2326,19.6,0.0,0.0,2.7,11.1,9.9,21.8,12.3,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+27.1,+12,+7,+2.7,+4.998,+0.000,+0.000,+26.6,+11.1,+9.9,+62.6,+27.0,+0,,,,
73.31,1,6,2018-07-27 08:30:36,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:35,+4.7,+0.8,132.6,0.0,+358,+0.0,+0.01,+1.0,,-53,+31,0.0,29.89,+2376,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,62,+27,2340,2340,19.6,0.0,0.0,2.4,11.1,9.9,21.8,12.3,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+27.1,+12,+7,+2.4,+4.998,+0.000,+0.000,+26.6,+11.1,+9.9,+62.3,+27.0,+0,,,,
73.56,1,6,2018-07-27 08:30:36,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:36,+4.7,+0.8,132.6,0.0,+358,+0.0,+0.01,+1.0,,-38,+31,0.0,29.89,+2376,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,62,+27,2338,2338,19.6,0.0,0.0,2.4,11.1,9.9,21.8,12.3,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+27.1,+12,+8,+2.4,+4.998,+0.000,+0.000,+26.7,+11.1,+9.9,+62.2,+27.0,+0,,,,
73.81,1,6,2018-07-27 08:30:36,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:36,+4.7,+0.8,132.6,0.0,+358,+0.0,+0.01,+1.0,,-43,+31,0.0,29.89,+2376,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,62,+27,2335,2335,19.5,0.0,0.0,2.7,11.1,9.9,21.8,12.3,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+27.2,+12,+8,+2.7,+4.998,+0.000,+0.000,+26.8,+11.1,+9.9,+62.0,+27.1,+0,,,,
74.06,1,6,2018-07-27 08:30:36,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:36,+4.7,+0.8,132.6,0.0,+358,+0.0,+0.01,+1.0,,-62,+31,0.0,29.89,+2376,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,62,+27,2336,2336,19.5,0.0,0.0,2.6,11.1,10.0,21.8,12.3,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+27.2,+12,+8,+2.6,+4.998,+0.000,+0.000,+26.9,+11.1,+10.0,+61.9,+27.1,+0,,,,
74.31,1,6,2018-07-27 08:30:37,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:36,+4.7,+0.8,132.6,0.0,+358,+0.0,+0.01,+1.0,,-73,+31,0.0,29.89,+2366,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,62,+27,2344,2344,19.5,0.0,0.0,2.4,11.1,10.0,21.8,12.3,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+27.3,+12,+8,+2.4,+4.998,+0.000,+0.000,+26.9,+11.1,+10.0,+61.8,+27.1,+0,,,,
74.56,1,5,2018-07-27 08:30:37,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:37,+4.7,+0.8,132.6,0.0,+358,+0.1,+0.01,+1.0,,-67,+31,0.0,29.89,+2366,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,62,+27,2338,2338,19.5,0.0,0.0,2.8,11.1,10.0,21.8,12.3,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+27.3,+12,+8,+2.8,+4.998,+0.000,+0.000,+27.0,+11.1,+10.0,+61.7,+27.1,+0,,,,
74.81,1,5,2018-07-27 08:30:37,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:37,+4.7,+0.8,132.6,0.0,+358,+0.0,+0.01,+1.0,,-63,+31,0.0,29.89,+2366,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,62,+27,2345,2345,19.5,0.0,0.0,2.7,11.1,10.0,21.8,12.3,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+27.4,+12,+8,+2.7,+4.998,+0.000,+0.000,+27.1,+11.1,+10.0,+61.7,+27.2,+0,,,,
75.06,1,5,2018-07-27 08:30:37,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:37,+4.7,+0.8,132.6,0.0,+358,+0.0,+0.01,+1.0,,-59,+31,0.0,29.89,+2366,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+27,2354,2354,19.5,0.0,0.0,2.4,11.1,10.0,21.8,12.3,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+27.4,+12,+8,+2.4,+4.998,+0.000,+0.000,+27.1,+11.1,+10.0,+61.4,+27.2,+0,,,,
75.31,1,5,2018-07-27 08:30:38,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:37,+4.6,+0.8,132.6,0.0,+358,+0.1,+0.01,+1.0,,-60,+31,0.0,29.89,+2366,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+27,2351,2351,19.5,0.0,0.0,2.9,11.1,10.0,21.8,12.3,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+27.5,+12,+8,+2.9,+4.998,+0.000,+0.000,+27.2,+11.1,+10.0,+61.3,+27.2,+0,,,,
75.56,1,5,2018-07-27 08:30:38,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:38,+4.6,+0.8,132.6,0.0,+358,+0.1,+0.01,+1.0,,-63,+31,0.0,29.89,+2366,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+27,2362,2362,19.4,0.0,0.0,3.1,11.1,10.0,21.8,12.3,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+27.5,+12,+8,+3.1,+4.998,+0.000,+0.000,+27.3,+11.1,+10.0,+61.2,+27.3,+0,,,,
75.81,1,5,2018-07-27 08:30:38,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:38,+4.7,+0.9,132.6,0.0,+358,+0.0,+0.01,+1.0,,-62,+31,0.0,29.89,+2366,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+27,2380,2380,19.4,0.0,0.0,2.7,11.1,10.0,21.8,12.3,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+27.6,+12,+8,+2.7,+4.998,+0.000,+0.000,+27.4,+11.1,+10.0,+60.9,+27.3,+0,,,,
76.06,1,5,2018-07-27 08:30:38,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:38,+4.7,+0.9,132.6,0.0,+357,+0.0,+0.01,+1.0,,-58,+31,0.0,29.89,+2365,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+27,2370,2370,19.4,0.0,0.0,3.0,11.0,10.0,21.8,12.3,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+27.7,+12,+8,+3.0,+4.998,+0.000,+0.000,+27.5,+11.0,+10.0,+61.0,+27.3,+0,,,,
76.31,1,5,2018-07-27 08:30:39,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:38,+4.7,+0.9,132.6,0.0,+357,+0.0,+0.01,+1.0,,-54,+31,0.0,29.89,+2365,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+27,2385,2385,19.3,0.0,0.0,3.3,11.0,10.0,21.8,12.4,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+27.7,+12,+8,+3.3,+4.998,+0.000,+0.000,+27.6,+11.0,+10.0,+60.8,+27.4,+0,,,,
76.56,1,5,2018-07-27 08:30:39,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:39,+4.7,+0.9,132.6,0.0,+357,+0.0,+0.01,+1.0,,-54,+31,0.0,29.89,+2365,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+27,2369,2369,19.3,0.0,0.0,3.3,11.0,10.0,21.8,12.4,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+27.8,+12,+7,+3.3,+4.998,+0.000,+0.000,+27.7,+11.0,+10.0,+60.9,+27.4,+0,,,,
76.81,1,5,2018-07-27 08:30:39,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:39,+4.7,+0.9,132.5,0.0,+357,+0.0,+0.01,+1.0,,-44,+31,0.0,29.89,+2365,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+27,2384,2384,19.3,0.0,0.0,3.0,11.0,10.0,21.8,12.4,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+27.9,+12,+7,+3.0,+4.998,+0.000,+0.000,+27.7,+11.0,+10.0,+60.8,+27.4,+0,,,,
77.06,1,5,2018-07-27 08:30:39,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:39,+4.7,+0.9,132.6,0.0,+357,+0.0,+0.01,+1.0,,-31,+31,0.0,29.89,+2365,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+27,2389,2389,19.3,0.0,0.0,3.2,11.1,10.0,21.8,12.4,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+28.0,+12,+8,+3.2,+4.998,+0.000,+0.000,+27.8,+11.1,+10.0,+61.0,+27.4,+0,,,,
77.31,1,5,2018-07-27 08:30:40,+43.50304,+5.37192,481,0.1,0.0,-1.7,,,,,08:30:39,+4.7,+0.9,132.6,0.0,+357,+0.0,+0.01,+1.0,,-16,+31,0.0,29.89,+2365,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+27,2385,2385,19.3,0.0,0.0,3.3,11.1,10.0,21.8,12.4,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+28.1,+12,+8,+3.3,+4.998,+0.000,+0.000,+27.9,+11.1,+10.0,+60.7,+27.5,+0,,,,
77.56,1,5,2018-07-27 08:30:40,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:40,+4.7,+0.9,132.5,0.0,+357,+0.0,+0.01,+1.0,,+1,+31,0.0,29.89,+2365,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+28,2380,2380,19.3,0.0,0.0,3.3,11.1,10.0,21.8,12.4,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+28.2,+12,+8,+3.3,+4.998,+0.000,+0.000,+28.0,+11.1,+10.0,+60.6,+27.5,+0,,,,
77.81,1,5,2018-07-27 08:30:40,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:40,+4.7,+0.8,132.5,0.0,+357,+0.0,+0.01,+1.0,,+14,+31,0.0,29.89,+2365,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+28,2389,2389,19.3,0.0,0.0,3.3,11.1,10.0,21.8,12.4,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+28.2,+12,+7,+3.3,+4.998,+0.000,+0.000,+28.1,+11.1,+10.0,+60.8,+27.5,+0,,,,
78.06,1,5,2018-07-27 08:30:40,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:40,+4.7,+0.8,132.6,0.0,+357,+0.0,+0.01,+1.0,,+25,+31,0.0,29.89,+2365,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+28,2390,2390,19.2,0.0,0.0,3.4,11.1,10.0,21.8,12.4,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+28.3,+12,+7,+3.4,+4.998,+0.000,+0.000,+28.2,+11.1,+10.0,+60.9,+27.6,+0,,,,
78.31,1,5,2018-07-27 08:30:41,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:40,+4.7,+0.8,132.6,0.0,+357,+0.1,+0.01,+1.0,,+42,+31,0.0,29.89,+2365,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+28,2375,2375,19.2,0.0,0.0,3.4,11.1,10.0,21.8,12.4,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+28.4,+12,+7,+3.4,+4.998,+0.000,+0.000,+28.3,+11.1,+10.0,+60.7,+27.6,+0,,,,
78.56,1,5,2018-07-27 08:30:41,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:41,+4.7,+0.8,132.5,0.0,+357,+0.1,+0.01,+1.0,,+47,+31,0.0,29.89,+2365,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+28,2373,2373,19.2,0.0,0.0,3.4,11.1,10.0,21.8,12.4,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+28.5,+12,+7,+3.4,+4.998,+0.000,+0.000,+28.4,+11.1,+10.0,+60.8,+27.6,+0,,,,
78.81,1,5,2018-07-27 08:30:41,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:41,+4.7,+0.8,132.6,0.0,+357,+0.0,+0.01,+1.0,,+51,+31,0.0,29.89,+2354,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+28,2379,2379,19.2,0.0,0.0,3.4,11.1,10.0,21.8,12.4,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+28.6,+12,+7,+3.4,+4.998,+0.000,+0.000,+28.5,+11.1,+10.0,+60.7,+27.7,+0,,,,
79.06,1,5,2018-07-27 08:30:41,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:41,+4.7,+0.8,132.6,0.0,+357,+0.1,+0.01,+1.0,,+56,+31,0.0,29.89,+2354,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+28,2386,2386,19.2,0.0,0.0,3.4,11.1,10.0,21.8,12.4,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+28.7,+12,+7,+3.4,+4.998,+0.000,+0.000,+28.6,+11.1,+10.0,+60.6,+27.7,+0,,,,
79.31,1,5,2018-07-27 08:30:42,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:41,+4.7,+0.8,132.5,0.0,+357,+0.0,+0.01,+1.0,,+59,+31,0.0,29.89,+2354,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,60,+28,2398,2398,19.1,0.0,0.0,3.5,11.1,10.0,21.8,12.4,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+28.8,+12,+7,+3.5,+4.998,+0.000,+0.000,+28.7,+11.1,+10.0,+60.3,+27.7,+0,,,,
79.56,1,5,2018-07-27 08:30:42,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:42,+4.7,+0.8,132.5,0.0,+357,+0.0,+0.01,+1.0,,+62,+31,0.0,29.89,+2354,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,60,+28,2399,2399,19.1,0.0,0.0,3.5,11.1,10.0,21.8,12.4,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+28.8,+12,+7,+3.5,+4.998,+0.000,+0.000,+28.8,+11.1,+10.0,+60.3,+27.7,+0,,,,
79.81,1,5,2018-07-27 08:30:42,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:42,+4.7,+0.8,132.6,0.0,+357,+0.1,+0.01,+1.0,,+62,+31,0.0,29.89,+2354,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,60,+28,2398,2398,19.1,0.0,0.0,3.5,11.1,10.0,21.8,12.4,,-2.4,2401.0,2379.6,,,,,,,,,,,,,,,+28.9,+12,+7,+3.5,+4.998,+0.000,+0.000,+28.9,+11.1,+10.0,+60.3,+27.8,+0,,,,
80.06,1,5,2018-07-27 08:30:42,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:42,+4.7,+0.8,132.5,0.0,+357,+0.0,+0.01,+1.0,,+65,+31,0.0,29.89,+2354,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,60,+28,2381,2381,19.1,0.0,0.0,3.5,11.2,10.0,21.8,12.4,,-2.3,2401.0,2379.6,,,,,,,,,,,,,,,+29.0,+12,+7,+3.5,+4.998,+0.018,+0.000,+28.9,+11.2,+10.0,+60.5,+27.7,+0,,,,
80.31,1,5,2018-07-27 08:30:43,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:42,+4.8,+0.8,132.5,0.0,+357,+0.0,+0.01,+0.9,,+68,+31,0.0,29.89,+2354,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+28,2376,2376,19.0,0.0,0.0,3.5,11.2,10.0,21.8,12.8,,-1.3,2401.0,2379.6,,,,,,,,,,,,,,,+28.9,+12,+7,+3.5,+4.998,+3.408,+0.000,+28.9,+11.2,+10.0,+60.5,+27.6,+0,,,,
80.56,1,5,2018-07-27 08:30:43,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:43,+4.8,+0.8,132.5,0.0,+357,+0.1,+0.01,+1.0,,+71,+31,0.0,29.89,+2354,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+28,2382,2382,19.0,0.0,0.0,3.6,11.2,10.0,21.8,13.2,,-0.1,2401.0,2379.6,,,,,,,,,,,,,,,+29.0,+12,+7,+3.6,+4.998,+4.999,+0.000,+29.0,+11.2,+10.0,+60.6,+27.7,+0,,,,
80.81,1,5,2018-07-27 08:30:43,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:43,+4.7,+0.8,132.5,0.0,+357,+0.1,+0.01,+1.0,,+66,+31,0.0,29.89,+2354,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+28,2384,2384,19.0,0.0,0.0,3.6,11.2,10.0,21.8,13.5,,+0.8,2401.0,2379.6,,,,,,,,,,,,,,,+29.1,+12,+7,+3.6,+4.998,+4.999,+0.000,+29.1,+11.2,+10.0,+60.7,+27.7,+0,,,,
81.06,1,5,2018-07-27 08:30:43,+43.50304,+5.37192,480,0.1,0.0,-1.7,,,,,08:30:43,+4.7,+0.8,132.5,0.0,+357,+0.0,+0.01,+0.9,,+62,+31,0.0,29.89,+2354,,,324,,60.0,+0,,1,1,,,,,,,,,,,,,,,,,,,61,+28,2400,2400,19.0,0.0,0.0,3.5,11.2,10.0,21.8,13.7,,+1.6,2401.0,2379.6,,,,,,,,,,,,,,,+29.2,+12,+7,+3.5,+4.998,+4.988,+0.000,+29.2,+11.2,+10.0,+60.6,+27.7,+0,,,,
