Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),Thermocouple 5 (deg C),Thermocouple 6 (deg C),Thermocouple 7 (deg C),Thermocouple 8 (deg C),Thermocouple 9 (deg C),Thermocouple 10 (deg C),Thermocouple 11 (deg C),Thermocouple 12 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),CHT L TEMPERATURE (deg C),AILERN POSITION (%),ELEV POSITION (%),FUEL PRESSURE (PSI),F PUMP CONTACT (V),GEN CONTACT (V),CANOPY CONTACT (V),CHT R TEMPERATURE (deg C),LEFT LEVEL (gal),RIGHT LEVEL (gal),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),FLAPS POSITION (deg),Contacts,Percent Power,EGT Leaning State,
105.31,1,5,2018-07-27 08:31:08,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:07,+4.6,+0.8,133.0,0.0,+362,+0.0,+0.01,+1.0,,-33,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2459,2459,18.8,0.0,0.0,3.5,11.1,10.1,21.8,13.9,,+3.1,2401.0,2379.6,,,,,,,,,,,,,,,+38.9,+12,+7,+3.5,+4.998,+4.996,+0.000,+38.8,+11.1,+10.1,+58.8,+28.8,+0,,,,
105.56,1,5,2018-07-27 08:31:08,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:08,+4.6,+0.8,133.0,0.0,+362,+0.0,+0.01,+1.0,,-33,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2469,2469,18.8,0.0,0.0,3.5,11.1,10.1,21.8,13.9,,+3.1,2401.0,2379.6,,,,,,,,,,,,,,,+39.0,+12,+7,+3.5,+4.998,+4.996,+0.000,+38.9,+11.1,+10.1,+58.6,+28.8,+0,,,,
105.81,1,5,2018-07-27 08:31:08,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:08,+4.6,+0.8,133.0,0.0,+362,+0.0,+0.01,+1.0,,-30,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2455,2455,18.8,0.0,0.0,3.5,11.1,10.1,21.8,13.9,,+3.1,2401.0,2379.6,,,,,,,,,,,,,,,+39.1,+12,+7,+3.5,+4.998,+4.996,+0.000,+39.0,+11.1,+10.1,+58.7,+28.8,+0,,,,
106.06,1,5,2018-07-27 08:31:08,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:08,+4.6,+0.8,133.0,0.0,+362,+0.0,+0.01,+1.0,,-13,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2444,2444,18.8,0.0,0.0,3.6,11.0,10.2,21.8,13.9,,+3.1,2401.0,2379.6,,,,,,,,,,,,,,,+39.2,+12,+7,+3.6,+4.998,+4.996,+0.000,+39.1,+11.0,+10.2,+58.9,+28.8,+0,,,,
106.31,1,5,2018-07-27 08:31:09,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:08,+4.6,+0.8,133.0,0.0,+362,+0.0,+0.01,+1.0,,-38,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2456,2456,18.8,0.0,0.0,3.6,11.0,10.2,21.8,13.9,,+3.0,2401.0,2379.6,,,,,,,,,,,,,,,+39.3,+12,+7,+3.6,+4.998,+4.996,+0.000,+39.2,+11.0,+10.2,+58.8,+28.9,+0,,,,
106.56,1,5,2018-07-27 08:31:09,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:09,+4.6,+0.8,133.1,0.0,+362,+0.1,+0.01,+1.0,,-33,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2461,2461,18.8,0.0,0.0,3.5,11.0,10.2,21.8,13.9,,+3.0,2401.0,2379.6,,,,,,,,,,,,,,,+39.4,+12,+7,+3.5,+4.998,+4.996,+0.000,+39.3,+11.0,+10.2,+58.7,+28.9,+0,,,,
106.81,1,5,2018-07-27 08:31:09,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:09,+4.6,+0.8,133.0,0.0,+362,+0.0,+0.01,+1.0,,-36,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2462,2462,18.8,0.0,0.0,3.5,11.0,10.2,21.8,13.9,,+3.0,2401.0,2379.6,,,,,,,,,,,,,,,+39.5,+12,+7,+3.5,+4.998,+4.996,+0.000,+39.4,+11.0,+10.2,+58.7,+28.9,+0,,,,
107.06,1,5,2018-07-27 08:31:09,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:09,+4.6,+0.8,133.0,0.0,+362,+0.0,+0.01,+1.0,,-21,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2465,2465,18.8,0.0,0.0,3.6,11.0,10.2,21.8,13.9,,+3.0,2401.0,2379.6,,,,,,,,,,,,,,,+39.6,+12,+7,+3.6,+4.998,+4.996,+0.000,+39.5,+11.0,+10.2,+58.6,+28.9,+0,,,,
107.31,1,5,2018-07-27 08:31:10,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:09,+4.6,+0.8,133.1,0.0,+362,+0.1,+0.01,+1.0,,-44,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2454,2454,18.7,0.0,0.0,3.6,11.0,10.2,21.8,13.9,,+3.0,2401.0,2379.6,,,,,,,,,,,,,,,+39.7,+12,+7,+3.6,+4.998,+4.996,+0.000,+39.6,+11.0,+10.2,+58.7,+28.9,+0,,,,
107.56,1,5,2018-07-27 08:31:10,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:10,+4.6,+0.8,133.1,0.0,+362,+0.0,+0.01,+1.0,,-28,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2457,2457,18.7,0.0,0.0,3.6,11.0,10.2,21.8,13.9,,+2.9,2401.0,2379.6,,,,,,,,,,,,,,,+39.8,+12,+7,+3.6,+4.998,+4.996,+0.000,+39.7,+11.0,+10.2,+58.7,+28.9,+0,,,,
107.81,1,5,2018-07-27 08:31:10,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:10,+4.6,+0.8,133.1,0.0,+362,+0.1,+0.01,+1.0,,-55,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2446,2446,18.7,0.0,0.0,3.6,11.0,10.2,21.8,13.9,,+2.9,2401.0,2379.6,,,,,,,,,,,,,,,+39.9,+12,+7,+3.6,+4.998,+4.996,+0.000,+39.8,+11.0,+10.2,+58.8,+28.9,+0,,,,
108.06,1,5,2018-07-27 08:31:10,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:10,+4.6,+0.8,133.1,0.0,+362,+0.1,+0.01,+1.0,,-38,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2448,2448,18.7,0.0,0.0,3.6,11.1,10.2,21.8,13.9,,+2.9,2401.0,2379.6,,,,,,,,,,,,,,,+40.0,+12,+7,+3.6,+4.998,+4.996,+0.000,+39.9,+11.1,+10.2,+58.8,+28.9,+0,,,,
108.31,1,5,2018-07-27 08:31:11,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:10,+4.7,+0.8,133.2,0.0,+362,+0.0,+0.01,+0.9,,-37,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2455,2455,18.8,0.0,0.0,3.6,11.1,10.2,21.8,13.9,,+2.9,2401.0,2379.6,,,,,,,,,,,,,,,+40.1,+12,+7,+3.6,+4.998,+4.996,+0.000,+40.0,+11.1,+10.2,+58.7,+28.9,+0,,,,
108.56,1,5,2018-07-27 08:31:11,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:11,+4.7,+0.8,133.1,0.0,+362,+0.0,+0.01,+1.0,,-22,+31,0.0,29.89,+2308,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2462,2462,18.8,0.0,0.0,3.6,11.1,10.2,21.8,13.9,,+2.9,2401.0,2379.6,,,,,,,,,,,,,,,+40.2,+12,+7,+3.6,+4.998,+4.996,+0.000,+40.1,+11.1,+10.2,+58.6,+29.0,+0,,,,
108.81,1,5,2018-07-27 08:31:11,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:11,+4.6,+0.8,133.1,0.0,+362,+0.0,+0.01,+1.0,,-46,+31,0.0,29.89,+2307,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2467,2467,18.8,0.0,0.0,3.6,11.1,10.2,21.8,13.9,,+2.8,2401.0,2379.6,,,,,,,,,,,,,,,+40.2,+12,+7,+3.6,+4.998,+4.996,+0.000,+40.2,+11.1,+10.2,+58.5,+29.0,+0,,,,
109.06,1,5,2018-07-27 08:31:11,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:11,+4.6,+0.8,133.2,0.0,+361,+0.0,+0.01,+1.0,,-38,+31,0.0,29.89,+2306,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2443,2443,18.8,0.0,0.0,3.6,11.1,10.1,21.8,13.9,,+2.8,2401.0,2379.6,,,,,,,,,,,,,,,+40.3,+12,+7,+3.6,+4.998,+4.996,+0.000,+40.3,+11.1,+10.1,+58.7,+29.0,+0,,,,
109.31,1,5,2018-07-27 08:31:12,+43.50301,+5.37191,480,0.2,0.0,-1.7,,,,,08:31:11,+4.6,+0.8,133.2,0.0,+361,+0.0,+0.01,+0.9,,-59,+31,0.0,29.89,+2306,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2467,2467,18.8,0.0,0.0,3.6,11.1,10.1,21.8,13.9,,+2.8,2401.0,2379.6,,,,,,,,,,,,,,,+40.4,+12,+7,+3.6,+4.998,+4.996,+0.000,+40.4,+11.1,+10.1,+58.6,+29.0,+0,,,,
109.56,1,5,2018-07-27 08:31:12,+43.50301,+5.37191,480,0.1,0.0,-1.7,,,,,08:31:12,+4.6,+0.8,133.2,0.0,+360,+0.0,+0.01,+0.9,,-38,+31,0.0,29.89,+2305,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2457,2457,18.8,0.0,0.0,3.6,11.1,10.1,21.8,13.9,,+2.8,2401.0,2379.6,,,,,,,,,,,,,,,+40.5,+12,+7,+3.6,+4.998,+4.996,+0.000,+40.5,+11.1,+10.1,+58.6,+29.0,+0,,,,
109.81,1,5,2018-07-27 08:31:12,+43.50301,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:12,+4.6,+0.8,133.2,0.0,+360,+0.0,+0.01,+1.1,,-57,+31,0.0,29.89,+2305,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2451,2451,18.8,0.0,0.0,3.6,11.1,10.1,21.8,13.9,,+2.8,2401.0,2379.6,,,,,,,,,,,,,,,+40.6,+12,+7,+3.6,+4.998,+4.996,+0.000,+40.5,+11.1,+10.1,+58.7,+29.0,+0,,,,
110.06,1,5,2018-07-27 08:31:12,+43.50301,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:12,+4.6,+0.8,133.2,0.0,+360,+0.0,+0.01,+1.0,,-47,+31,0.0,29.89,+2305,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2458,2458,18.8,0.0,0.0,3.6,11.0,10.1,21.8,13.9,,+2.8,2401.0,2379.6,,,,,,,,,,,,,,,+40.7,+12,+7,+3.6,+4.998,+4.996,+0.000,+40.6,+11.0,+10.1,+58.6,+29.0,+0,,,,
110.31,1,5,2018-07-27 08:31:13,+43.50301,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:12,+4.6,+0.7,133.2,0.0,+360,+0.0,+0.01,+0.9,,-62,+31,0.0,29.89,+2305,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2460,2460,18.8,0.0,0.0,3.6,11.0,10.1,21.8,13.9,,+2.7,2401.0,2379.6,,,,,,,,,,,,,,,+40.8,+12,+7,+3.6,+4.998,+4.996,+0.000,+40.7,+11.0,+10.1,+58.5,+29.0,+0,,,,
110.56,1,5,2018-07-27 08:31:13,+43.50301,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:13,+4.6,+0.7,133.3,0.0,+359,+0.0,+0.01,+0.9,,-57,+31,0.0,29.89,+2303,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2467,2467,18.8,0.0,0.0,3.6,11.0,10.1,21.8,13.9,,+2.7,2401.0,2379.6,,,,,,,,,,,,,,,+40.9,+12,+7,+3.6,+4.998,+4.996,+0.000,+40.8,+11.0,+10.1,+58.6,+29.0,+0,,,,
110.81,1,5,2018-07-27 08:31:13,+43.50301,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:13,+4.6,+0.7,133.3,0.0,+359,+0.0,+0.01,+1.0,,-68,+31,0.0,29.89,+2303,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2457,2457,18.8,0.0,0.0,3.6,11.0,10.1,21.8,13.9,,+2.7,2401.0,2379.6,,,,,,,,,,,,,,,+41.0,+12,+7,+3.6,+4.998,+4.996,+0.000,+40.9,+11.0,+10.1,+58.5,+29.0,+0,,,,
111.06,1,5,2018-07-27 08:31:13,+43.50301,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:13,+4.6,+0.7,133.2,0.0,+359,+0.0,+0.01,+1.0,,-80,+31,0.0,29.89,+2302,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2455,2455,18.8,0.0,0.0,3.7,11.0,10.1,21.8,13.9,,+2.7,2401.0,2379.6,,,,,,,,,,,,,,,+41.0,+12,+7,+3.7,+4.998,+4.996,+0.000,+41.0,+11.0,+10.1,+58.6,+29.0,+0,,,,
111.31,1,5,2018-07-27 08:31:14,+43.50301,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:13,+4.6,+0.7,133.3,0.0,+359,+0.0,+0.01,+1.0,,-80,+31,0.0,29.89,+2302,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2454,2454,18.8,0.0,0.0,3.6,11.0,10.1,21.8,13.9,,+2.7,2401.0,2379.6,,,,,,,,,,,,,,,+41.1,+12,+7,+3.6,+4.998,+4.996,+0.000,+41.1,+11.0,+10.1,+58.6,+29.1,+0,,,,
111.56,1,5,2018-07-27 08:31:14,+43.50301,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:14,+4.6,+0.7,133.3,0.0,+358,+0.1,+0.01,+0.9,,-68,+31,0.0,29.89,+2301,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2462,2462,18.8,0.0,0.0,3.6,11.0,10.1,21.8,13.9,,+2.7,2401.0,2379.6,,,,,,,,,,,,,,,+41.2,+12,+7,+3.6,+4.998,+4.996,+0.000,+41.2,+11.0,+10.1,+58.5,+29.1,+0,,,,
111.81,1,5,2018-07-27 08:31:14,+43.50301,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:14,+4.6,+0.7,133.3,0.0,+358,+0.0,+0.01,+0.9,,-62,+31,0.0,29.89,+2301,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2458,2458,18.8,0.0,0.0,3.6,11.0,10.1,21.8,13.9,,+2.7,2401.0,2379.6,,,,,,,,,,,,,,,+41.3,+12,+7,+3.6,+4.998,+4.996,+0.000,+41.3,+11.0,+10.1,+58.6,+29.1,+0,,,,
112.06,1,5,2018-07-27 08:31:14,+43.50301,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:14,+4.6,+0.7,133.3,0.0,+358,+0.0,+0.01,+1.0,,-45,+31,0.0,29.89,+2301,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2460,2460,18.8,0.0,0.0,3.7,11.0,10.1,21.8,13.9,,+2.7,2401.0,2379.6,,,,,,,,,,,,,,,+41.4,+12,+7,+3.7,+4.998,+4.996,+0.000,+41.4,+11.0,+10.1,+58.5,+29.1,+0,,,,
112.31,1,5,2018-07-27 08:31:15,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:14,+4.6,+0.7,133.3,0.0,+358,+0.1,+0.01,+1.0,,-49,+31,0.0,29.89,+2301,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2453,2453,18.8,0.0,0.0,3.6,11.0,10.1,21.8,13.9,,+2.6,2401.0,2379.6,,,,,,,,,,,,,,,+41.5,+12,+7,+3.6,+4.998,+4.996,+0.000,+41.4,+11.0,+10.1,+58.6,+29.1,+0,,,,
112.56,1,5,2018-07-27 08:31:15,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:15,+4.6,+0.7,133.4,0.0,+358,+0.1,+0.01,+0.9,,-38,+31,0.0,29.89,+2301,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2459,2459,18.8,0.0,0.0,3.6,11.0,10.1,21.8,13.9,,+2.6,2401.0,2379.6,,,,,,,,,,,,,,,+41.5,+12,+7,+3.6,+4.998,+4.996,+0.000,+41.5,+11.0,+10.1,+58.6,+29.1,+0,,,,
112.81,1,5,2018-07-27 08:31:15,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:15,+4.6,+0.7,133.4,0.0,+358,+0.1,+0.01,+1.0,,-36,+31,0.0,29.89,+2301,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2457,2457,18.8,0.0,0.0,3.6,11.0,10.1,21.8,13.9,,+2.6,2401.0,2379.6,,,,,,,,,,,,,,,+41.6,+12,+7,+3.6,+4.998,+4.996,+0.000,+41.6,+11.0,+10.1,+58.5,+29.1,+0,,,,
113.06,1,5,2018-07-27 08:31:15,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:15,+4.6,+0.7,133.4,0.0,+358,+0.1,+0.01,+1.0,,-32,+31,0.0,29.89,+2301,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2457,2457,18.8,0.0,0.0,3.6,11.1,10.1,21.8,13.9,,+2.6,2401.0,2379.6,,,,,,,,,,,,,,,+41.7,+12,+7,+3.6,+4.998,+4.996,+0.000,+41.7,+11.1,+10.1,+58.6,+29.1,+0,,,,
113.31,1,5,2018-07-27 08:31:16,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:15,+4.7,+0.6,133.3,0.0,+358,+0.0,+0.01,+1.0,,-33,+31,0.0,29.89,+2301,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2454,2454,18.8,0.0,0.0,3.6,11.1,10.1,21.8,13.9,,+2.6,2401.0,2379.6,,,,,,,,,,,,,,,+41.8,+12,+7,+3.6,+4.998,+4.996,+0.000,+41.7,+11.1,+10.1,+58.5,+29.1,+0,,,,
113.56,1,5,2018-07-27 08:31:16,+43.50300,+5.37190,480,0.0,0.0,-1.7,,,,,08:31:16,+4.7,+0.6,133.4,0.0,+358,+0.0,+0.01,+0.9,,-31,+31,0.0,29.89,+2301,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2447,2447,18.8,0.0,0.0,3.6,11.1,10.1,21.8,13.9,,+2.6,2401.0,2379.6,,,,,,,,,,,,,,,+41.9,+12,+7,+3.6,+4.998,+4.996,+0.000,+41.8,+11.1,+10.1,+58.6,+29.1,+0,,,,
113.81,1,5,2018-07-27 08:31:16,+43.50300,+5.37190,480,0.0,0.0,-1.7,,,,,08:31:16,+4.6,+0.7,133.4,0.0,+358,+0.1,+0.01,+1.0,,-22,+31,0.0,29.89,+2301,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2442,2442,18.8,0.0,0.0,3.6,11.1,10.1,21.8,13.9,,+2.6,2401.0,2379.6,,,,,,,,,,,,,,,+42.0,+12,+7,+3.6,+4.998,+4.996,+0.000,+41.9,+11.1,+10.1,+58.6,+29.2,+0,,,,
114.06,1,5,2018-07-27 08:31:16,+43.50300,+5.37190,480,0.0,0.0,-1.7,,,,,08:31:16,+4.6,+0.7,133.3,0.0,+358,+0.1,+0.01,+1.0,,-17,+31,0.0,29.89,+2301,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2442,2442,18.8,0.0,0.0,3.6,11.0,10.0,21.8,13.9,,+2.6,2401.0,2379.6,,,,,,,,,,,,,,,+42.1,+12,+7,+3.6,+4.998,+4.996,+0.000,+42.0,+11.0,+10.0,+58.7,+29.2,+0,,,,
114.31,1,5,2018-07-27 08:31:17,+43.50300,+5.37190,480,0.0,0.0,-1.7,,,,,08:31:16,+4.7,+0.6,133.3,0.0,+358,+0.0,+0.01,+1.0,,-12,+31,0.0,29.89,+2301,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,58,+29,2462,2462,18.8,0.0,0.0,3.6,11.0,10.0,21.8,13.9,,+2.6,2401.0,2379.6,,,,,,,,,,,,,,,+42.1,+12,+7,+3.6,+4.998,+4.996,+0.000,+42.1,+11.0,+10.0,+58.5,+29.2,+0,,,,
114.56,1,5,2018-07-27 08:31:17,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:17,+4.7,+0.6,133.4,0.0,+358,+0.0,+0.01,+1.0,,-8,+31,0.0,29.89,+2292,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2452,2452,18.8,0.0,0.0,3.6,11.0,10.0,21.8,13.9,,+2.5,2401.0,2379.6,,,,,,,,,,,,,,,+42.2,+12,+7,+3.6,+4.998,+4.996,+0.000,+42.2,+11.0,+10.0,+58.5,+29.2,+0,,,,
114.81,1,5,2018-07-27 08:31:17,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:17,+4.6,+0.6,133.4,0.0,+358,+0.1,+0.01,+1.0,,-1,+31,0.0,29.89,+2292,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2438,2438,18.8,0.0,0.0,3.6,11.0,10.0,21.8,13.9,,+2.5,2401.0,2379.6,,,,,,,,,,,,,,,+42.3,+12,+7,+3.6,+4.998,+4.996,+0.000,+42.3,+11.0,+10.0,+58.7,+29.2,+0,,,,
115.06,1,5,2018-07-27 08:31:17,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:17,+4.6,+0.6,133.4,0.0,+358,+0.0,+0.01,+1.0,,+8,+31,0.0,29.89,+2291,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2455,2455,18.8,0.0,0.0,3.6,11.1,10.0,21.8,13.9,,+2.5,2401.0,2379.6,,,,,,,,,,,,,,,+42.4,+12,+7,+3.6,+4.998,+4.996,+0.000,+42.4,+11.1,+10.0,+58.5,+29.2,+0,,,,
115.31,1,5,2018-07-27 08:31:18,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:17,+4.6,+0.6,133.4,0.0,+358,+0.1,+0.01,+1.0,,+13,+31,0.0,29.89,+2291,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,58,+29,2463,2463,18.8,0.0,0.0,3.6,11.1,10.0,21.8,13.9,,+2.5,2401.0,2379.6,,,,,,,,,,,,,,,+42.5,+12,+7,+3.6,+4.998,+4.996,+0.000,+42.4,+11.1,+10.0,+58.4,+29.2,+0,,,,
115.56,1,5,2018-07-27 08:31:18,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:18,+4.6,+0.6,133.4,0.0,+358,+0.1,+0.01,+1.0,,+20,+31,0.0,29.89,+2291,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,58,+29,2461,2461,18.8,0.0,0.0,3.6,11.1,10.0,21.8,13.9,,+2.5,2401.0,2379.6,,,,,,,,,,,,,,,+42.6,+12,+7,+3.6,+4.998,+4.996,+0.000,+42.5,+11.1,+10.0,+58.4,+29.2,+0,,,,
115.81,1,5,2018-07-27 08:31:18,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:18,+4.6,+0.6,133.4,0.0,+358,+0.1,+0.01,+1.0,,+25,+31,0.0,29.89,+2291,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2451,2451,18.8,0.0,0.0,3.6,11.1,10.0,21.8,13.9,,+2.5,2401.0,2379.6,,,,,,,,,,,,,,,+42.7,+12,+7,+3.6,+4.998,+4.996,+0.000,+42.7,+11.1,+10.0,+58.6,+29.2,+0,,,,
116.06,1,5,2018-07-27 08:31:18,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:18,+4.6,+0.6,133.4,0.0,+358,+0.1,+0.01,+0.9,,+31,+31,0.0,29.89,+2291,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,58,+29,2459,2459,18.8,0.0,0.0,3.6,11.1,10.1,21.8,13.9,,+2.5,2401.0,2379.6,,,,,,,,,,,,,,,+42.8,+12,+7,+3.6,+4.998,+4.996,+0.000,+42.7,+11.1,+10.1,+58.5,+29.2,+0,,,,
116.31,1,5,2018-07-27 08:31:19,+43.50300,+5.37190,480,0.1,0.0,-1.7,,,,,08:31:18,+4.5,+0.6,133.4,0.0,+358,+0.1,+0.01,+1.0,,+35,+31,0.0,29.89,+2291,,,324,,60.0,+0,225,1,1,,,,,,,,,,,,,,,,,,,59,+29,2448,2448,18.8,0.0,0.0,3.5,11.1,10.1,21.8,13.9,,+2.5,2401.0,2379.6,,,,,,,,,,,,,,,+42.9,+12,+7,+3.5,+4.998,+4.996,+0.000,+42.8,+11.1,+10.1,+58.6,+29.3,+0,,,,
